Meshblock (2013 Areas),Year,2001 proportion single family households
MB 0712304,2001,#VALUE!
MB 0712305,2001,#VALUE!
MB 0712401,2001,#VALUE!
MB 0712402,2001,#VALUE!
MB 0712403,2001,#VALUE!
MB 0712404,2001,#VALUE!
MB 0712405,2001,#VALUE!
MB 0712500,2001,0.833333333
MB 0712600,2001,1
MB 0712701,2001,#VALUE!
MB 0712702,2001,#VALUE!
MB 0712801,2001,#VALUE!
MB 0712802,2001,#VALUE!
MB 0712803,2001,#VALUE!
MB 0712804,2001,0.75
MB 0712805,2001,0.888888889
MB 0712806,2001,0.8
MB 0712807,2001,0.714285714
MB 0712808,2001,0.818181818
MB 0712809,2001,0.72
MB 0712902,2001,0.866666667
MB 0712903,2001,0.833333333
MB 0712904,2001,0.733333333
MB 0712905,2001,0.875
MB 0713003,2001,0.857142857
MB 0713005,2001,0.777777778
MB 0713006,2001,0.666666667
MB 0713007,2001,0.769230769
MB 0713009,2001,0.75
MB 0713010,2001,0.882352941
MB 0713011,2001,0.789473684
MB 0713012,2001,#VALUE!
MB 0713013,2001,0.692307692
MB 0713014,2001,#VALUE!
MB 0713015,2001,1
MB 0713016,2001,#VALUE!
MB 0713017,2001,1
MB 0713018,2001,0.875
MB 0713019,2001,0.8
MB 0713100,2001,1
MB 0713201,2001,0.75
MB 0713202,2001,0.25
MB 0713203,2001,1.166666667
MB 0713204,2001,0.8
MB 0713205,2001,#VALUE!
MB 0713206,2001,#VALUE!
MB 0713207,2001,#VALUE!
MB 0713208,2001,#VALUE!
MB 0713209,2001,#VALUE!
MB 0713210,2001,#VALUE!
MB 0713211,2001,0.8
MB 0713300,2001,#VALUE!
MB 0713400,2001,0.75
MB 0713501,2001,#VALUE!
MB 0713502,2001,#VALUE!
MB 0713600,2001,1
MB 0713700,2001,0.5
MB 0713800,2001,0.857142857
MB 0713900,2001,0.75
MB 0714000,2001,0.75
MB 0714100,2001,0.666666667
MB 0714200,2001,0.666666667
MB 0714300,2001,0.7
MB 0714400,2001,0.769230769
MB 0714500,2001,0.7
MB 0714600,2001,0.75
MB 0714700,2001,0.75
MB 0714802,2001,0.625
MB 0714803,2001,0.5
MB 0714804,2001,0.6
MB 0714805,2001,0.6
MB 0714806,2001,0.888888889
MB 0714900,2001,0.75
MB 0715000,2001,0.6
MB 0715100,2001,0.666666667
MB 0715200,2001,0.75
MB 0715300,2001,0.777777778
MB 0715400,2001,0.733333333
MB 0715504,2001,0.75
MB 0715505,2001,0.733333333
MB 0715506,2001,0.75
MB 0715507,2001,0.75
MB 0715509,2001,0.714285714
MB 0715510,2001,0.9
MB 0715511,2001,0.666666667
MB 0715512,2001,0.75
MB 0715513,2001,0.6
MB 0715514,2001,0.666666667
MB 0715605,2001,0.777777778
MB 0715606,2001,0.5625
MB 0715607,2001,0.636363636
MB 0715608,2001,0.461538462
MB 0715609,2001,0.736842105
MB 0715610,2001,0.7
MB 0715611,2001,0.8
MB 0715612,2001,0.714285714
MB 0715613,2001,0.866666667
MB 0715614,2001,#VALUE!
MB 0715615,2001,0.4
MB 0715616,2001,0.727272727
MB 0715617,2001,1
MB 0715618,2001,0.75
MB 0715619,2001,0.8
MB 0715620,2001,0.5
MB 0715701,2001,0.75
MB 0715703,2001,0.882352941
MB 0715704,2001,0.777777778
MB 0715801,2001,0.727272727
MB 0715802,2001,0.818181818
MB 0715803,2001,0.636363636
MB 0715804,2001,0.739130435
MB 0715805,2001,0.714285714
MB 0715904,2001,0.714285714
MB 0715906,2001,0.740740741
MB 0715907,2001,0.75
MB 0715909,2001,1
MB 0715910,2001,0.714285714
MB 0715911,2001,0.772727273
MB 0715912,2001,0.882352941
MB 0715913,2001,0.705882353
MB 0715914,2001,0.666666667
MB 0715915,2001,0.857142857
MB 0715916,2001,0.8
MB 0715917,2001,0.714285714
MB 0716007,2001,0.714285714
MB 0716008,2001,0.75
MB 0716009,2001,0.875
MB 0716010,2001,0.857142857
MB 0716011,2001,0.8
MB 0716012,2001,1
MB 0716013,2001,1
MB 0716014,2001,#VALUE!
MB 0716015,2001,0.7
MB 0716016,2001,1
MB 0716017,2001,0.777777778
MB 0716018,2001,1
MB 0716019,2001,0.857142857
MB 0716020,2001,#VALUE!
MB 0716101,2001,0.666666667
MB 0716102,2001,0.75
MB 0716103,2001,0.833333333
MB 0716104,2001,1
MB 0716105,2001,1
MB 0716106,2001,#VALUE!
MB 0716202,2001,0.8
MB 0716203,2001,0.857142857
MB 0716204,2001,0.714285714
MB 0716205,2001,0.75
MB 0716206,2001,0.8
MB 0716300,2001,0.714285714
MB 0716401,2001,0.952380952
MB 0716402,2001,#VALUE!
MB 0716500,2001,0.875
MB 0716601,2001,0.875
MB 0716602,2001,0.8
MB 0716603,2001,1
MB 0716604,2001,0.75
MB 0716605,2001,#VALUE!
MB 0716700,2001,#VALUE!
MB 0716800,2001,#VALUE!
MB 0716900,2001,#VALUE!
MB 0717000,2001,#VALUE!
MB 0717100,2001,#VALUE!
MB 0717201,2001,#VALUE!
MB 0717202,2001,1
MB 0717300,2001,0.8125
MB 0717400,2001,0.769230769
MB 0717501,2001,0.857142857
MB 0717502,2001,1
MB 0717503,2001,0.8
MB 0717504,2001,0.833333333
MB 0717505,2001,0.75
MB 0717506,2001,#VALUE!
MB 0717600,2001,1
MB 0717701,2001,0.769230769
MB 0717704,2001,0.8
MB 0717705,2001,1
MB 0717706,2001,0.888888889
MB 0717707,2001,1
MB 0717708,2001,0.75
MB 0717802,2001,0.708333333
MB 0717803,2001,0.884615385
MB 0717804,2001,0.857142857
MB 0717805,2001,0.857142857
MB 0717902,2001,0.733333333
MB 0717903,2001,#VALUE!
MB 0717905,2001,0.666666667
MB 0717906,2001,0.769230769
MB 0717907,2001,0.666666667
MB 0718003,2001,#VALUE!
MB 0718004,2001,1
MB 0718005,2001,0.916666667
MB 0718006,2001,0.75
MB 0718007,2001,0.857142857
MB 0718008,2001,1
MB 0718100,2001,1
MB 0718201,2001,0.909090909
MB 0718202,2001,1
MB 0718203,2001,0.857142857
MB 0718300,2001,#VALUE!
MB 0718401,2001,0.863636364
MB 0718402,2001,0.826086957
MB 0718501,2001,0.75
MB 0718502,2001,0.75
MB 0718503,2001,0.777777778
MB 0718504,2001,0.777777778
MB 0718505,2001,0.857142857
MB 0718506,2001,#VALUE!
MB 0718507,2001,#VALUE!
MB 0718508,2001,#VALUE!
MB 0718509,2001,#VALUE!
MB 0718510,2001,#VALUE!
MB 0718511,2001,#VALUE!
MB 0718601,2001,#VALUE!
MB 0718602,2001,0.625
MB 0718603,2001,0.8
MB 0718604,2001,0.777777778
MB 0718605,2001,0.666666667
MB 0718606,2001,0.75
MB 0718607,2001,0.666666667
MB 0718608,2001,1
MB 0718700,2001,0.75
MB 0718800,2001,0.846153846
MB 0718900,2001,0.666666667
MB 0719000,2001,#VALUE!
MB 0719101,2001,0.8
MB 0719102,2001,0.555555556
MB 0719103,2001,0.875
MB 0719104,2001,0.714285714
MB 0719105,2001,0.666666667
MB 0719106,2001,0.857142857
MB 0719201,2001,0.695652174
MB 0719203,2001,0.818181818
MB 0719204,2001,0.75
MB 0719205,2001,0.785714286
MB 0719301,2001,0.882352941
MB 0719302,2001,0.714285714
MB 0719303,2001,0.769230769
MB 0719304,2001,0.894736842
MB 0719400,2001,#VALUE!
MB 0719500,2001,0.6
MB 0719600,2001,0.703703704
MB 0719701,2001,0.733333333
MB 0719702,2001,0.8
MB 0719703,2001,0.8
MB 0719801,2001,0.722222222
MB 0719802,2001,0.818181818
MB 0719901,2001,0.818181818
MB 0719902,2001,0.8
MB 0719903,2001,0.833333333
MB 0719904,2001,0.857142857
MB 0719905,2001,0.769230769
MB 0720000,2001,0.863636364
MB 0720100,2001,1
MB 0720200,2001,1
MB 0720300,2001,0.785714286
MB 0720401,2001,0.636363636
MB 0720402,2001,0.789473684
MB 0720500,2001,#VALUE!
MB 0720600,2001,0.607142857
MB 0720700,2001,0.769230769
MB 0720800,2001,0.764705882
MB 0720900,2001,0.791666667
MB 0721000,2001,0.692307692
MB 0721100,2001,0.666666667
MB 0721200,2001,0.75
MB 0721300,2001,0.75
MB 0721400,2001,0.5
MB 0721500,2001,0.615384615
MB 0721600,2001,0.727272727
MB 0721700,2001,0.75
MB 0721800,2001,0.5625
MB 0721900,2001,0.297297297
MB 0722000,2001,1
MB 0722100,2001,0.642857143
MB 0722201,2001,0.25
MB 0722202,2001,0.571428571
MB 0722203,2001,0.666666667
MB 0722204,2001,0.75
MB 0722301,2001,0.714285714
MB 0722302,2001,0.666666667
MB 0722400,2001,0.642857143
MB 0722501,2001,0.7
MB 0722502,2001,0.428571429
MB 0722600,2001,0.529411765
MB 0722700,2001,0.789473684
MB 0722800,2001,0.8
MB 0722900,2001,0.625
MB 0723000,2001,0.833333333
MB 0723100,2001,0.6875
MB 0723201,2001,0.714285714
MB 0723202,2001,0.583333333
MB 0723203,2001,0.692307692
MB 0723300,2001,0.75
MB 0723400,2001,0.866666667
MB 0723500,2001,0.666666667
MB 0723600,2001,0.703703704
MB 0723701,2001,0.833333333
MB 0723702,2001,0.666666667
MB 0723800,2001,#VALUE!
MB 0723900,2001,0.5
MB 0724000,2001,0.8
MB 0724101,2001,0.636363636
MB 0724102,2001,#VALUE!
MB 0724200,2001,0.736842105
MB 0724300,2001,0.727272727
MB 0724401,2001,0.7
MB 0724402,2001,0.5
MB 0724500,2001,0.833333333
MB 0724600,2001,0.8
MB 0724700,2001,0.642857143
MB 0724800,2001,0.785714286
MB 0724900,2001,0.785714286
MB 0725000,2001,0.75
MB 0725100,2001,0.625
MB 0725200,2001,0.8
MB 0725300,2001,#VALUE!
MB 0725400,2001,0.6
MB 0725500,2001,0.625
MB 0725601,2001,#VALUE!
MB 0725602,2001,0.666666667
MB 0725700,2001,0.714285714
MB 0725800,2001,0.909090909
MB 0725900,2001,0.9375
MB 0726000,2001,#VALUE!
MB 0726101,2001,#VALUE!
MB 0726102,2001,#VALUE!
MB 0726200,2001,#VALUE!
MB 0726300,2001,0.857142857
MB 0726400,2001,#VALUE!
MB 0726500,2001,#VALUE!
MB 0726600,2001,#VALUE!
MB 0726700,2001,#VALUE!
MB 0726800,2001,#VALUE!
MB 0726900,2001,0.625
MB 0727000,2001,1
MB 0727100,2001,0.444444444
MB 0727200,2001,#VALUE!
MB 0727300,2001,#VALUE!
MB 0727400,2001,0.7
MB 0727500,2001,0.833333333
MB 0727600,2001,0.5
MB 0727700,2001,#VALUE!
MB 0727800,2001,#VALUE!
MB 0727901,2001,0.8
MB 0727902,2001,0.7
MB 0727903,2001,0.8
MB 0728001,2001,0.625
MB 0728002,2001,0.727272727
MB 0728101,2001,0.625
MB 0728102,2001,0.75
MB 0728200,2001,0.692307692
MB 0728300,2001,0.727272727
MB 0728400,2001,0.666666667
MB 0728500,2001,#VALUE!
MB 0728605,2001,0.666666667
MB 0728606,2001,0.8
MB 0728607,2001,0.75
MB 0728608,2001,#VALUE!
MB 0728609,2001,#VALUE!
MB 0728610,2001,#VALUE!
MB 0728611,2001,#VALUE!
MB 0728612,2001,#VALUE!
MB 0728613,2001,#VALUE!
MB 0728614,2001,#VALUE!
MB 0728615,2001,#VALUE!
MB 0728616,2001,#VALUE!
MB 0728617,2001,#VALUE!
MB 0728618,2001,#VALUE!
MB 0728619,2001,#VALUE!
MB 0728620,2001,#VALUE!
MB 0728621,2001,1
MB 0728622,2001,#VALUE!
MB 0728623,2001,#VALUE!
MB 0728624,2001,#VALUE!
MB 0728625,2001,#VALUE!
MB 0728626,2001,#VALUE!
MB 0728627,2001,#VALUE!
MB 0728700,2001,0.8
MB 0728801,2001,#VALUE!
MB 0728802,2001,#VALUE!
MB 0728803,2001,#VALUE!
MB 0728804,2001,#VALUE!
MB 0728805,2001,#VALUE!
MB 0728806,2001,#VALUE!
MB 0728807,2001,#VALUE!
MB 0728808,2001,#VALUE!
MB 0728809,2001,#VALUE!
MB 0728810,2001,#VALUE!
MB 0728811,2001,0.75
MB 0728812,2001,#VALUE!
MB 0728900,2001,#VALUE!
MB 0729000,2001,0.8
MB 0729100,2001,1
MB 0729200,2001,0.6
MB 0729300,2001,0.857142857
MB 0729400,2001,0.538461538
MB 0729500,2001,0.545454545
MB 0729600,2001,0.75
MB 0729700,2001,#VALUE!
MB 0729800,2001,0.733333333
MB 0729901,2001,0.666666667
MB 0729902,2001,0.818181818
MB 0729903,2001,0.611111111
MB 0730001,2001,0.705882353
MB 0730002,2001,0.8125
MB 0730100,2001,0.764705882
MB 0730200,2001,0.666666667
MB 0730301,2001,0.857142857
MB 0730302,2001,#VALUE!
MB 0730303,2001,0.5
MB 0730401,2001,0.666666667
MB 0730402,2001,0.5
MB 0730403,2001,0.666666667
MB 0730500,2001,0.642857143
MB 0730601,2001,#VALUE!
MB 0730602,2001,0.5
MB 0730701,2001,0.75
MB 0730702,2001,0.846153846
MB 0730704,2001,0.666666667
MB 0730706,2001,0.823529412
MB 0730707,2001,0.833333333
MB 0730708,2001,0.857142857
MB 0730709,2001,0.75
MB 0730710,2001,0.75
MB 0730711,2001,#VALUE!
MB 0730712,2001,#VALUE!
MB 0730713,2001,#VALUE!
MB 0730714,2001,#VALUE!
MB 0730715,2001,#VALUE!
MB 0730716,2001,#VALUE!
MB 0730717,2001,#VALUE!
MB 0730718,2001,#VALUE!
MB 0730719,2001,#VALUE!
MB 0730720,2001,#VALUE!
MB 0730800,2001,0.6875
MB 0730900,2001,0.538461538
MB 0731000,2001,0.714285714
MB 0731103,2001,0.7
MB 0731104,2001,0.714285714
MB 0731105,2001,0.769230769
MB 0731106,2001,0.75
MB 0731200,2001,0.818181818
MB 0731300,2001,0.571428571
MB 0731400,2001,0.75
MB 0731500,2001,0.785714286
MB 0731600,2001,0.666666667
MB 0731700,2001,0.875
MB 0731800,2001,0.666666667
MB 0731900,2001,0.857142857
MB 0732001,2001,#VALUE!
MB 0732002,2001,1
MB 0732100,2001,0.625
MB 0732200,2001,0.777777778
MB 0732300,2001,0.777777778
MB 0732400,2001,0.823529412
MB 0732500,2001,0.714285714
MB 0732601,2001,0.833333333
MB 0732602,2001,0.75
MB 0732603,2001,0.666666667
MB 0732700,2001,0.7
MB 0732801,2001,0.818181818
MB 0732802,2001,0.571428571
MB 0732901,2001,0.727272727
MB 0732902,2001,0.777777778
MB 0732903,2001,0.6
MB 0733000,2001,0.518518519
MB 0733100,2001,0.777777778
MB 0733201,2001,0.666666667
MB 0733202,2001,0.75
MB 0733300,2001,0.684210526
MB 0733400,2001,0.5
MB 0733501,2001,0.636363636
MB 0733502,2001,0.666666667
MB 0733600,2001,0.714285714
MB 0733700,2001,0.714285714
MB 0733800,2001,0.625
MB 0733900,2001,0.714285714
MB 0734005,2001,1
MB 0734006,2001,0.666666667
MB 0734007,2001,0.666666667
MB 0734008,2001,0.571428571
MB 0734009,2001,0.777777778
MB 0734010,2001,0.777777778
MB 0734101,2001,0.571428571
MB 0734102,2001,0.733333333
MB 0734201,2001,0.714285714
MB 0734202,2001,0.714285714
MB 0734300,2001,0.7
MB 0734400,2001,0.818181818
MB 0734501,2001,0.4
MB 0734502,2001,0.6
MB 0734601,2001,0.666666667
MB 0734602,2001,0.777777778
MB 0734603,2001,0.833333333
MB 0734701,2001,0.6
MB 0734702,2001,0.818181818
MB 0734703,2001,0.571428571
MB 0734800,2001,0.785714286
MB 0734901,2001,0.75
MB 0734902,2001,0.666666667
MB 0735000,2001,0.857142857
MB 0735100,2001,0.75
MB 0735200,2001,0.6
MB 0735300,2001,0.5
MB 0735400,2001,0.777777778
MB 0735500,2001,0.75
MB 0735600,2001,#VALUE!
MB 0735700,2001,0.769230769
MB 0735800,2001,0.833333333
MB 0735900,2001,0.238095238
MB 0736000,2001,0.846153846
MB 0736101,2001,0.739130435
MB 0736102,2001,0.666666667
MB 0736200,2001,0.75
MB 0736300,2001,0.75
MB 0736400,2001,0.714285714
MB 0736501,2001,0.5
MB 0736502,2001,0.7
MB 0736601,2001,0.75
MB 0736602,2001,0.5
MB 0736701,2001,0.636363636
MB 0736702,2001,0.777777778
MB 0736800,2001,0.785714286
MB 0736900,2001,#VALUE!
MB 0737000,2001,0.631578947
MB 0737102,2001,0.615384615
MB 0737103,2001,0.7
MB 0737104,2001,0.714285714
MB 0737105,2001,0.833333333
MB 0737106,2001,0.6
MB 0737200,2001,0.7
MB 0737301,2001,0.75
MB 0737302,2001,0.714285714
MB 0737400,2001,0.833333333
MB 0737500,2001,0.678571429
MB 0737600,2001,0.615384615
MB 0737700,2001,0.538461538
MB 0737801,2001,0.888888889
MB 0737802,2001,0.6
MB 0737901,2001,0.888888889
MB 0737902,2001,0.666666667
MB 0738000,2001,0.666666667
MB 0738101,2001,0.6
MB 0738102,2001,#VALUE!
MB 0738200,2001,0.7
MB 0738300,2001,0.727272727
MB 0738401,2001,0.714285714
MB 0738402,2001,1
MB 0738500,2001,0.636363636
MB 0738600,2001,0.692307692
MB 0738700,2001,0.666666667
MB 0738800,2001,0.5
MB 0738901,2001,0.8
MB 0738902,2001,0.666666667
MB 0739000,2001,0.6
MB 0739100,2001,0.615384615
MB 0739200,2001,0.75
MB 0739300,2001,0.833333333
MB 0739400,2001,0.833333333
MB 0739500,2001,0.714285714
MB 0739600,2001,0.818181818
MB 0739700,2001,0.75
MB 0739801,2001,0.7
MB 0739802,2001,0.75
MB 0739901,2001,0.8
MB 0739902,2001,0.8
MB 0740000,2001,0.761904762
MB 0740100,2001,0.722222222
MB 0740200,2001,0.722222222
MB 0740300,2001,0.7
MB 0740400,2001,0.6
MB 0740500,2001,0.5
MB 0740600,2001,0.636363636
MB 0740700,2001,0.6875
MB 0740800,2001,0.636363636
MB 0740901,2001,0.75
MB 0740902,2001,0.7
MB 0740903,2001,1
MB 0741001,2001,#VALUE!
MB 0741002,2001,0.6
MB 0741003,2001,0.571428571
MB 0741101,2001,0.714285714
MB 0741102,2001,0.6
MB 0741201,2001,0.75
MB 0741202,2001,0.727272727
MB 0741301,2001,0.875
MB 0741302,2001,0.666666667
MB 0741401,2001,0.8
MB 0741402,2001,0.857142857
MB 0741403,2001,0.666666667
MB 0741500,2001,0.75
MB 0741601,2001,#VALUE!
MB 0741602,2001,0.833333333
MB 0741700,2001,0.777777778
MB 0741800,2001,1
MB 0741900,2001,0.615384615
MB 0742000,2001,0.666666667
MB 0742101,2001,0.5
MB 0742102,2001,0.625
MB 0742201,2001,0.692307692
MB 0742202,2001,0.777777778
MB 0742300,2001,0.666666667
MB 0742400,2001,0.733333333
MB 0742500,2001,0.666666667
MB 0742600,2001,0.666666667
MB 0742700,2001,0.666666667
MB 0742800,2001,0.5
MB 0742900,2001,0.8
MB 0743000,2001,0.6
MB 0743100,2001,0.583333333
MB 0743200,2001,0.666666667
MB 0743300,2001,0.4
MB 0743400,2001,0.571428571
MB 0743500,2001,0.631578947
MB 0743600,2001,0.8
MB 0743700,2001,0.714285714
MB 0743800,2001,0.625
MB 0743900,2001,0.733333333
MB 0744000,2001,0.571428571
MB 0744100,2001,0.5
MB 0744200,2001,0.8
MB 0744300,2001,0.714285714
MB 0744400,2001,0.666666667
MB 0744500,2001,0.6
MB 0744600,2001,0.888888889
MB 0744700,2001,0.625
MB 0744800,2001,0.666666667
MB 0744900,2001,0.818181818
MB 0745000,2001,0.642857143
MB 0745100,2001,0.625
MB 0745200,2001,0.5
MB 0745300,2001,0.615384615
MB 0745400,2001,0.785714286
MB 0745500,2001,0.8
MB 0745600,2001,0.75
MB 0745700,2001,0.714285714
MB 0745800,2001,0.727272727
MB 0745900,2001,0.666666667
MB 0746000,2001,0.727272727
MB 0746100,2001,0.6875
MB 0746200,2001,0.846153846
MB 0746301,2001,0.684210526
MB 0746308,2001,0.739130435
MB 0746309,2001,0.619047619
MB 0746310,2001,0.888888889
MB 0746311,2001,0.8
MB 0746312,2001,0.705882353
MB 0746313,2001,0.80952381
MB 0746314,2001,0.75
MB 0746315,2001,0.7
MB 0746316,2001,0.8125
MB 0746317,2001,0.625
MB 0746318,2001,0.9
MB 0746319,2001,0.571428571
MB 0746320,2001,0.818181818
MB 0746321,2001,0.727272727
MB 0746322,2001,0.8
MB 0746400,2001,#VALUE!
MB 0746500,2001,0.733333333
MB 0746601,2001,0.833333333
MB 0746602,2001,#VALUE!
MB 0746700,2001,0.8
MB 0746800,2001,0.714285714
MB 0746900,2001,0.8
MB 0747000,2001,0.6
MB 0747100,2001,0.833333333
MB 0747200,2001,0.8
MB 0747300,2001,0.75
MB 0747401,2001,0.428571429
MB 0747402,2001,#VALUE!
MB 0747500,2001,0.727272727
MB 0747601,2001,0.875
MB 0747602,2001,0.5
MB 0747700,2001,0.75
MB 0747801,2001,0.666666667
MB 0747802,2001,0.666666667
MB 0747803,2001,0.75
MB 0747804,2001,1
MB 0747900,2001,0.730769231
MB 0748000,2001,0.736842105
MB 0748100,2001,0.727272727
MB 0748200,2001,0.666666667
MB 0748301,2001,0.857142857
MB 0748302,2001,0.666666667
MB 0748400,2001,0.75
MB 0748500,2001,0.6
MB 0748600,2001,0.666666667
MB 0748700,2001,0.875
MB 0748800,2001,0.647058824
MB 0748900,2001,0.705882353
MB 0749001,2001,#VALUE!
MB 0749002,2001,0.684210526
MB 0749100,2001,0.75
MB 0749200,2001,0.4
MB 0749300,2001,#VALUE!
MB 0749400,2001,#VALUE!
MB 0749500,2001,#VALUE!
MB 0749600,2001,#VALUE!
MB 0749700,2001,#VALUE!
MB 0749800,2001,#VALUE!
MB 0749900,2001,#VALUE!
MB 0750000,2001,0.818181818
MB 0750100,2001,#VALUE!
MB 0750200,2001,0.6
MB 0750300,2001,0.739130435
MB 0750400,2001,0.75
MB 0750500,2001,0.733333333
MB 0750600,2001,0.75
MB 0750700,2001,0.545454545
MB 0750800,2001,0.615384615
MB 0750900,2001,0.75
MB 0751000,2001,0.705882353
MB 0751100,2001,0.619047619
MB 0751200,2001,0.578947368
MB 0751300,2001,0.526315789
MB 0751400,2001,0.666666667
MB 0751500,2001,0.6
MB 0751600,2001,#VALUE!
MB 0751700,2001,#VALUE!
MB 0751800,2001,0.5625
MB 0751900,2001,0.6875
MB 0752000,2001,0.566666667
MB 0752100,2001,0.625
MB 0752201,2001,1
MB 0752202,2001,0.666666667
MB 0752300,2001,0.692307692
MB 0752400,2001,0.666666667
MB 0752500,2001,0.625
MB 0752601,2001,0.5
MB 0752602,2001,0.875
MB 0752700,2001,0.733333333
MB 0752801,2001,#VALUE!
MB 0752802,2001,0.4
MB 0752900,2001,0.611111111
MB 0753000,2001,0.75
MB 0753100,2001,0.666666667
MB 0753201,2001,1
MB 0753202,2001,0.642857143
MB 0753302,2001,0.625
MB 0753303,2001,1
MB 0753304,2001,#VALUE!
MB 0753401,2001,0.769230769
MB 0753402,2001,#VALUE!
MB 0753500,2001,0.533333333
MB 0753600,2001,0.684210526
MB 0753700,2001,0.692307692
MB 0753800,2001,0.692307692
MB 0753900,2001,0.684210526
MB 0754000,2001,#VALUE!
MB 0754100,2001,0.714285714
MB 0754200,2001,0.705882353
MB 0754300,2001,0.8125
MB 0754400,2001,0.555555556
MB 0754500,2001,0.692307692
MB 0754600,2001,0.8
MB 0754700,2001,0.9
MB 0754800,2001,0.727272727
MB 0754900,2001,0.727272727
MB 0755000,2001,0.9
MB 0755100,2001,0.866666667
MB 0755200,2001,0.777777778
MB 0755300,2001,0.8
MB 0755400,2001,0.933333333
MB 0755500,2001,0.8125
MB 0755600,2001,0.846153846
MB 0755700,2001,0.625
MB 0755800,2001,0.615384615
MB 0755900,2001,0.789473684
MB 0756000,2001,0.789473684
MB 0756100,2001,0.588235294
MB 0756200,2001,0.785714286
MB 0756300,2001,0.909090909
MB 0756400,2001,0.888888889
MB 0756500,2001,0.625
MB 0756600,2001,0.666666667
MB 0756700,2001,0.692307692
MB 0756800,2001,0.888888889
MB 0756901,2001,0.7
MB 0756902,2001,0.75
MB 0757001,2001,0.777777778
MB 0757002,2001,0.666666667
MB 0757003,2001,0.75
MB 0757100,2001,0.571428571
MB 0757200,2001,0.833333333
MB 0757300,2001,0.666666667
MB 0757400,2001,0.611111111
MB 0757500,2001,0.695652174
MB 0757601,2001,#VALUE!
MB 0757602,2001,0.75
MB 0757700,2001,0.740740741
MB 0757800,2001,0.666666667
MB 0757900,2001,0.7
MB 0758000,2001,0.75
MB 0758100,2001,0.888888889
MB 0758200,2001,0.416666667
MB 0758300,2001,0.466666667
MB 0758400,2001,0.555555556
MB 0758500,2001,0.636363636
MB 0758600,2001,0.764705882
MB 0758700,2001,0.818181818
MB 0758800,2001,0.692307692
MB 0758900,2001,0.636363636
MB 0759000,2001,0.666666667
MB 0759100,2001,0.7
MB 0759200,2001,0.714285714
MB 0759300,2001,0.818181818
MB 0759400,2001,0.7
MB 0759503,2001,0.857142857
MB 0759504,2001,0.8
MB 0759505,2001,0.777777778
MB 0759507,2001,#VALUE!
MB 0759508,2001,0.5
MB 0759509,2001,#VALUE!
MB 0759510,2001,#VALUE!
MB 0759511,2001,#VALUE!
MB 0759512,2001,#VALUE!
MB 0759513,2001,#VALUE!
MB 0759514,2001,0.117647059
MB 0759515,2001,0.666666667
MB 0759516,2001,#VALUE!
MB 0759517,2001,#VALUE!
MB 0759518,2001,1
MB 0759519,2001,0.75
MB 0759520,2001,0.875
MB 0759521,2001,1
MB 0759522,2001,0.833333333
MB 0759523,2001,0.75
MB 0759524,2001,1
MB 0759525,2001,0.666666667
MB 0759600,2001,0.833333333
MB 0759702,2001,0.826086957
MB 0759711,2001,0.833333333
MB 0759712,2001,0.894736842
MB 0759713,2001,0.8
MB 0759715,2001,0.714285714
MB 0759717,2001,0.818181818
MB 0759719,2001,0.857142857
MB 0759721,2001,0.888888889
MB 0759722,2001,0.785714286
MB 0759723,2001,0.769230769
MB 0759724,2001,0.8
MB 0759725,2001,0.733333333
MB 0759727,2001,0.714285714
MB 0759728,2001,0.75
MB 0759729,2001,0.692307692
MB 0759730,2001,0.708333333
MB 0759731,2001,0.727272727
MB 0759732,2001,0.875
MB 0759733,2001,0.8125
MB 0759734,2001,0.818181818
MB 0759735,2001,0.727272727
MB 0759736,2001,0.727272727
MB 0759737,2001,0.714285714
MB 0759738,2001,0.846153846
MB 0759739,2001,0.769230769
MB 0759740,2001,0.833333333
MB 0759741,2001,#VALUE!
MB 0759742,2001,#VALUE!
MB 0759743,2001,0.777777778
MB 0759744,2001,#VALUE!
MB 0759745,2001,0.666666667
MB 0759800,2001,0.8
MB 0759901,2001,0.739130435
MB 0759902,2001,0.785714286
MB 0759903,2001,0.8
MB 0760000,2001,0.666666667
MB 0760113,2001,0.833333333
MB 0760114,2001,0.727272727
MB 0760117,2001,0.857142857
MB 0760119,2001,0.727272727
MB 0760120,2001,0.923076923
MB 0760121,2001,0.789473684
MB 0760122,2001,0.857142857
MB 0760123,2001,0.793103448
MB 0760124,2001,#VALUE!
MB 0760125,2001,0.8
MB 0760126,2001,0.888888889
MB 0760127,2001,0.944444444
MB 0760128,2001,0.875
MB 0760129,2001,0.866666667
MB 0760130,2001,0.625
MB 0760131,2001,0.666666667
MB 0760132,2001,0.769230769
MB 0760133,2001,0.875
MB 0760134,2001,0.826086957
MB 0760135,2001,0.9
MB 0760136,2001,0.842105263
MB 0760137,2001,0.727272727
MB 0760138,2001,0.8
MB 0760139,2001,0.857142857
MB 0760140,2001,0.5
MB 0760141,2001,0.782608696
MB 0760142,2001,#VALUE!
MB 0760143,2001,0.666666667
MB 0760144,2001,1.2
MB 0760145,2001,0.777777778
MB 0760146,2001,0.714285714
MB 0760147,2001,0.75
MB 0760148,2001,#VALUE!
MB 0760149,2001,0.75
MB 0760150,2001,0.714285714
MB 0760151,2001,1
MB 0760152,2001,0.75
MB 0760200,2001,#VALUE!
MB 0760300,2001,0.75
MB 0760400,2001,0.88
