Meshblock (2013 Areas),Year,2001 proportion single family households
MB 0593300,2013,0.739130435
MB 0593400,2013,0.571428571
MB 0593500,2013,0.684210526
MB 0593600,2013,0.6875
MB 0593700,2013,0.590909091
MB 0593800,2013,0.823529412
MB 0593900,2013,0.769230769
MB 0594000,2013,0.65625
MB 0594100,2013,0.666666667
MB 0594200,2013,0.620689655
MB 0594300,2013,0.681818182
MB 0594400,2013,0.619047619
MB 0594500,2013,0.5
MB 0594601,2013,0.714285714
MB 0594602,2013,0.571428571
MB 0594603,2013,0.5
MB 0594604,2013,0.571428571
MB 0594701,2013,0.375
MB 0594702,2013,0.571428571
MB 0594703,2013,0.727272727
MB 0594704,2013,0.454545455
MB 0594800,2013,0.733333333
MB 0594901,2013,0.523809524
MB 0594902,2013,0.666666667
MB 0595000,2013,0.8
MB 0595100,2013,0.65
MB 0595200,2013,0.461538462
MB 0595301,2013,0.5
MB 0595302,2013,0.5
MB 0595303,2013,0.555555556
MB 0595304,2013,0.5
MB 0595305,2013,0.625
MB 0595306,2013,0.714285714
MB 0595400,2013,0.588235294
MB 0595500,2013,0.576923077
MB 0595600,2013,0.416666667
MB 0595700,2013,0.625
MB 0595800,2013,0.55
MB 0595900,2013,0.5
MB 0596000,2013,0.777777778
MB 0596100,2013,0.541666667
MB 0596200,2013,0.62962963
MB 0596300,2013,0.4
MB 0596401,2013,0.75
MB 0596402,2013,0.5
MB 0596501,2013,0.192307692
MB 0596502,2013,0.769230769
MB 0596600,2013,0.571428571
MB 0596700,2013,0.71875
MB 0596800,2013,0.72
MB 0596900,2013,0.75
MB 0597000,2013,0.833333333
MB 0597100,2013,0.833333333
MB 0597200,2013,0.818181818
MB 0597300,2013,0.857142857
MB 0597400,2013,0.777777778
MB 0597500,2013,0.666666667
MB 0597600,2013,0.607142857
MB 0597700,2013,0.777777778
MB 0597800,2013,0.65
MB 0597900,2013,0.75
MB 0598001,2013,0.625
MB 0598002,2013,0.6
MB 0598100,2013,0.692307692
MB 0598200,2013,0.833333333
MB 0598300,2013,0.533333333
MB 0598400,2013,0.611111111
MB 0598500,2013,0.636363636
MB 0598600,2013,0.5
MB 0598700,2013,0.703703704
MB 0598800,2013,0.6
MB 0598900,2013,0.666666667
MB 0599000,2013,0.8
MB 0599100,2013,0.777777778
MB 0599200,2013,0.75
MB 0599300,2013,0.363636364
MB 0599400,2013,0.6
MB 0599500,2013,0.578947368
MB 0599600,2013,0.75
MB 0599700,2013,0.65
MB 0599800,2013,0.473684211
MB 0599900,2013,0.466666667
MB 0600000,2013,0.75
MB 0600100,2013,0.625
MB 0600200,2013,0.583333333
MB 0600300,2013,0.6
MB 0600400,2013,0.375
MB 0600500,2013,0.531914894
MB 0600600,2013,0.548387097
MB 0600700,2013,0.642857143
MB 0600800,2013,0.428571429
MB 0600900,2013,#VALUE!
MB 0601000,2013,#VALUE!
MB 0601100,2013,#VALUE!
MB 0601200,2013,0.647058824
MB 0601300,2013,0.607142857
MB 0601400,2013,#VALUE!
MB 0601500,2013,#VALUE!
MB 0601600,2013,0.37037037
MB 0601700,2013,#VALUE!
MB 0601800,2013,#VALUE!
MB 0601901,2013,#VALUE!
MB 0601902,2013,0.5
MB 0601903,2013,0.75
MB 0601904,2013,0.8
MB 0601905,2013,0.714285714
MB 0602000,2013,0.615384615
MB 0602100,2013,0.666666667
MB 0602200,2013,#VALUE!
MB 0602300,2013,0.466666667
MB 0602401,2013,0.8
MB 0602402,2013,0.7
MB 0602501,2013,#VALUE!
MB 0602503,2013,#VALUE!
MB 0602504,2013,#VALUE!
MB 0602600,2013,0.6
MB 0602700,2013,0.583333333
MB 0602800,2013,0.764705882
MB 0602900,2013,0.53125
MB 0603000,2013,0.565217391
MB 0603100,2013,0.4
MB 0603201,2013,0.692307692
MB 0603202,2013,1
MB 0603300,2013,0.714285714
MB 0603400,2013,0.625
MB 0603500,2013,0.818181818
MB 0603600,2013,0.692307692
MB 0603700,2013,0.777777778
MB 0603800,2013,0.785714286
MB 0603900,2013,0.428571429
MB 0604000,2013,0.7
MB 0604100,2013,0.727272727
MB 0604200,2013,0.666666667
MB 0604300,2013,0.666666667
MB 0604400,2013,0.65
MB 0604500,2013,0.421052632
MB 0604600,2013,0.631578947
MB 0604700,2013,0.666666667
MB 0604800,2013,0.75
MB 0604900,2013,0.5
MB 0605000,2013,0.75
MB 0605100,2013,0.777777778
MB 0605200,2013,0.636363636
MB 0605300,2013,0.7
MB 0605400,2013,0.5
MB 0605500,2013,0.6875
MB 0605601,2013,0.8
MB 0605602,2013,0.6
MB 0605603,2013,0.571428571
MB 0605604,2013,0.777777778
MB 0605700,2013,0.695652174
MB 0605800,2013,0.705882353
MB 0605900,2013,0.76
MB 0606000,2013,0.545454545
MB 0606100,2013,0.703703704
MB 0606201,2013,0.647058824
MB 0606202,2013,0.6
MB 0606203,2013,0.277777778
MB 0606300,2013,#VALUE!
MB 0606400,2013,0.727272727
MB 0606500,2013,0.619047619
MB 0606600,2013,0.647058824
MB 0606700,2013,#VALUE!
MB 0606800,2013,0.6
MB 0606900,2013,0.62962963
MB 0607000,2013,0.708333333
MB 0607100,2013,0.8
MB 0607200,2013,0.625
MB 0607301,2013,0.833333333
MB 0607302,2013,0.571428571
MB 0607400,2013,#VALUE!
MB 0607500,2013,#VALUE!
MB 0607601,2013,#VALUE!
MB 0607602,2013,#VALUE!
MB 0607700,2013,#VALUE!
MB 0607800,2013,#VALUE!
MB 0607900,2013,#VALUE!
MB 0608000,2013,#VALUE!
MB 0608100,2013,#VALUE!
MB 0608200,2013,#VALUE!
MB 0608302,2013,#VALUE!
MB 0608306,2013,#VALUE!
MB 0608312,2013,#VALUE!
MB 0608315,2013,#VALUE!
MB 0608319,2013,#VALUE!
MB 0608322,2013,#VALUE!
MB 0608323,2013,#VALUE!
MB 0608328,2013,#VALUE!
MB 0608331,2013,#VALUE!
MB 0608332,2013,#VALUE!
MB 0608333,2013,#VALUE!
MB 0608334,2013,#VALUE!
MB 0608335,2013,#VALUE!
MB 0608337,2013,#VALUE!
MB 0608338,2013,#VALUE!
MB 0608339,2013,#VALUE!
MB 0608340,2013,#VALUE!
MB 0608341,2013,#VALUE!
MB 0608342,2013,#VALUE!
MB 0608343,2013,#VALUE!
MB 0608344,2013,#VALUE!
MB 0608345,2013,#VALUE!
MB 0608347,2013,#VALUE!
MB 0608349,2013,#VALUE!
MB 0608350,2013,#VALUE!
MB 0608351,2013,#VALUE!
MB 0608352,2013,#VALUE!
MB 0608353,2013,#VALUE!
MB 0608354,2013,#VALUE!
MB 0608355,2013,#VALUE!
MB 0608356,2013,#VALUE!
MB 0608357,2013,#VALUE!
MB 0608358,2013,#VALUE!
MB 0608359,2013,#VALUE!
MB 0608360,2013,#VALUE!
MB 0608362,2013,#VALUE!
MB 0608363,2013,#VALUE!
MB 0608365,2013,#VALUE!
MB 0608366,2013,#VALUE!
MB 0608367,2013,#VALUE!
MB 0608368,2013,#VALUE!
MB 0608369,2013,#VALUE!
MB 0608370,2013,#VALUE!
MB 0608400,2013,0.875
MB 0608500,2013,0.769230769
MB 0608601,2013,0.75
MB 0608602,2013,0.615384615
MB 0608700,2013,0.733333333
MB 0608800,2013,0.705882353
MB 0608900,2013,0.75
MB 0609001,2013,0.470588235
MB 0609002,2013,0.6
MB 0609100,2013,0.636363636
MB 0609200,2013,0.634146341
MB 0609300,2013,0.8
MB 0609400,2013,0.730769231
MB 0609500,2013,0.826086957
MB 0609600,2013,0.714285714
MB 0609700,2013,0.6
MB 0609801,2013,0.727272727
MB 0609802,2013,0.666666667
MB 0609803,2013,0.666666667
MB 0609804,2013,0.428571429
MB 0609901,2013,0.5
MB 0609902,2013,0.75
MB 0610000,2013,0.703703704
MB 0610101,2013,0.833333333
MB 0610102,2013,0.6
MB 0610103,2013,0.8
MB 0610104,2013,0.818181818
MB 0610200,2013,0.727272727
MB 0610300,2013,0.592592593
MB 0610401,2013,0.777777778
MB 0610402,2013,0.454545455
MB 0610403,2013,0.666666667
MB 0610404,2013,0.5
MB 0610405,2013,0.5
MB 0610500,2013,0.652173913
MB 0610601,2013,0.642857143
MB 0610602,2013,0.714285714
MB 0610603,2013,0.571428571
MB 0610700,2013,0.648648649
MB 0610800,2013,0.769230769
MB 0610900,2013,0.555555556
MB 0611000,2013,0.555555556
MB 0611100,2013,0.607142857
MB 0611200,2013,0.3
MB 0611300,2013,0.611111111
MB 0611400,2013,0.636363636
MB 0611500,2013,0.571428571
MB 0611600,2013,#VALUE!
MB 0611700,2013,0.714285714
MB 0611800,2013,#VALUE!
MB 0611900,2013,#VALUE!
MB 0612000,2013,0.727272727
MB 0612100,2013,0.761904762
MB 0612200,2013,#VALUE!
MB 0612300,2013,#VALUE!
MB 0612400,2013,#VALUE!
MB 0612501,2013,0.45
MB 0612502,2013,0.625
MB 0612600,2013,0.730769231
MB 0612700,2013,0.714285714
MB 0612800,2013,0.777777778
MB 0612901,2013,0.777777778
MB 0612902,2013,0.6
MB 0612903,2013,0.714285714
MB 0613000,2013,0.6875
MB 0613100,2013,0.823529412
MB 0613200,2013,0.631578947
MB 0613300,2013,0.631578947
MB 0613400,2013,0.842105263
MB 0613500,2013,0.583333333
MB 0613600,2013,0.909090909
MB 0613700,2013,0.6
MB 0613800,2013,#VALUE!
MB 0613900,2013,0.764705882
MB 0614000,2013,#VALUE!
MB 0614100,2013,0.6
MB 0614200,2013,1
MB 0614301,2013,0.818181818
MB 0614302,2013,0.833333333
MB 0614400,2013,0.666666667
MB 0614501,2013,#VALUE!
MB 0614502,2013,0.8
MB 0614600,2013,0.833333333
MB 0614701,2013,0.75
MB 0614702,2013,0.666666667
MB 0614703,2013,0.857142857
MB 0614801,2013,0.857142857
MB 0614802,2013,0.888888889
MB 0614803,2013,0.8
MB 0614900,2013,0.785714286
MB 0615000,2013,0.772727273
MB 0615101,2013,0.875
MB 0615102,2013,0.666666667
MB 0615103,2013,0.8
MB 0615200,2013,0.5
MB 0615300,2013,#VALUE!
MB 0615400,2013,0.6
MB 0615500,2013,0.769230769
MB 0615600,2013,0.80952381
MB 0615700,2013,0.636363636
MB 0615800,2013,1
MB 0615900,2013,0.727272727
MB 0616000,2013,0.684210526
MB 0616100,2013,0.916666667
MB 0616200,2013,0.733333333
MB 0616300,2013,0.774193548
MB 0616401,2013,0.916666667
MB 0616402,2013,0.75
MB 0616500,2013,0.833333333
MB 0616600,2013,0.888888889
MB 0616700,2013,0.8
MB 0616800,2013,0.666666667
MB 0616900,2013,0.681818182
MB 0617000,2013,0.8
MB 0617100,2013,0.606060606
MB 0617201,2013,0.571428571
MB 0617202,2013,0.875
MB 0617203,2013,0.8
MB 0617204,2013,0.875
MB 0617301,2013,0.555555556
MB 0617302,2013,0.571428571
MB 0617303,2013,0.571428571
MB 0617304,2013,0.833333333
MB 0617400,2013,0.642857143
MB 0617500,2013,0.833333333
MB 0617600,2013,0.714285714
MB 0617700,2013,0.733333333
MB 0617800,2013,0.777777778
MB 0617900,2013,0.76
MB 0618000,2013,0.75
MB 0618100,2013,0.764705882
MB 0618200,2013,0.769230769
MB 0618300,2013,0.692307692
MB 0618400,2013,0.625
MB 0618500,2013,0.611111111
MB 0618600,2013,0.8
MB 0618700,2013,0.846153846
MB 0618801,2013,0.5
MB 0618802,2013,0.6
MB 0618803,2013,0.75
MB 0618900,2013,0.764705882
MB 0619000,2013,0.655172414
MB 0619100,2013,0.636363636
MB 0619200,2013,0.666666667
MB 0619300,2013,0.6875
MB 0619400,2013,0.571428571
MB 0619500,2013,0.666666667
MB 0619600,2013,0.7
MB 0619700,2013,0.692307692
MB 0619800,2013,0.666666667
MB 0619900,2013,0.705882353
MB 0620000,2013,0.695652174
MB 0620100,2013,0.583333333
MB 0620200,2013,0.7
MB 0620300,2013,0.625
MB 0620400,2013,0.75
MB 0620500,2013,0.6
MB 0620600,2013,0.7
MB 0620701,2013,#VALUE!
MB 0620702,2013,#VALUE!
MB 0620800,2013,#VALUE!
MB 0620900,2013,0.8
MB 0621000,2013,#VALUE!
MB 0621100,2013,0.727272727
MB 0621200,2013,#VALUE!
MB 0621300,2013,#VALUE!
MB 0621400,2013,#VALUE!
MB 0621500,2013,#VALUE!
MB 0621600,2013,#VALUE!
MB 0621700,2013,#VALUE!
MB 0621800,2013,#VALUE!
MB 0621900,2013,#VALUE!
MB 0622000,2013,#VALUE!
MB 0622100,2013,#VALUE!
MB 0622200,2013,#VALUE!
MB 0622300,2013,#VALUE!
MB 0622400,2013,#VALUE!
MB 0622500,2013,#VALUE!
MB 0622600,2013,#VALUE!
MB 0622700,2013,#VALUE!
MB 0622800,2013,#VALUE!
MB 0622900,2013,#VALUE!
MB 0623000,2013,#VALUE!
MB 0623100,2013,0.558823529
MB 0623200,2013,#VALUE!
MB 0623300,2013,#VALUE!
MB 0623400,2013,1
MB 0623500,2013,0.842105263
MB 0623600,2013,0.695652174
MB 0623700,2013,0.833333333
MB 0623800,2013,0.875
MB 0623901,2013,0.5
MB 0623902,2013,1
MB 0624000,2013,0.916666667
MB 0624100,2013,0.833333333
MB 0624200,2013,0.692307692
MB 0624301,2013,0.7
MB 0624302,2013,1
MB 0624400,2013,0.722222222
MB 0624500,2013,0.62962963
MB 0624600,2013,0.692307692
MB 0624700,2013,0.441176471
MB 0624800,2013,0.727272727
MB 0624900,2013,0.7
MB 0625000,2013,0.575757576
MB 0625101,2013,0.5
MB 0625102,2013,0.5
MB 0625103,2013,0.769230769
MB 0625104,2013,0.75
MB 0625200,2013,0.772727273
MB 0625301,2013,0.571428571
MB 0625302,2013,0.5
MB 0625303,2013,0.714285714
MB 0625400,2013,0.333333333
MB 0625500,2013,0.64
MB 0625600,2013,0.80952381
MB 0625701,2013,0.636363636
MB 0625702,2013,0.8
MB 0625703,2013,0.833333333
MB 0625704,2013,0.625
MB 0625800,2013,#VALUE!
MB 0625900,2013,0.4
MB 0626000,2013,0.681818182
MB 0626101,2013,0.571428571
MB 0626102,2013,0.571428571
MB 0626103,2013,0.75
MB 0626104,2013,0.833333333
MB 0626201,2013,0.555555556
MB 0626202,2013,0.666666667
MB 0626203,2013,1
MB 0626204,2013,0.666666667
MB 0626302,2013,0.814814815
MB 0626303,2013,0.857142857
MB 0626304,2013,1.5
MB 0626401,2013,1
MB 0626402,2013,0.647058824
MB 0626403,2013,0.769230769
MB 0626404,2013,0.636363636
MB 0626500,2013,0.375
MB 0626600,2013,0.666666667
MB 0626700,2013,0.655172414
MB 0626801,2013,0.555555556
MB 0626802,2013,0.739130435
MB 0626901,2013,0.65
MB 0626902,2013,1.25
MB 0627000,2013,0.705882353
MB 0627101,2013,0.777777778
MB 0627102,2013,0.636363636
MB 0627203,2013,0.636363636
MB 0627204,2013,0.692307692
MB 0627205,2013,0.714285714
MB 0627206,2013,0.8125
MB 0627207,2013,0.739130435
MB 0627300,2013,0.71875
MB 0627400,2013,#VALUE!
MB 0627500,2013,0.8
MB 0627600,2013,0.724137931
MB 0627700,2013,0.393939394
MB 0627800,2013,#VALUE!
MB 0627900,2013,0.583333333
MB 0628001,2013,0.571428571
MB 0628002,2013,0.5
MB 0628100,2013,0.666666667
MB 0628201,2013,0.714285714
MB 0628202,2013,0.714285714
MB 0628203,2013,#VALUE!
MB 0628204,2013,0.7
MB 0628205,2013,0.375
MB 0628300,2013,#VALUE!
MB 0628400,2013,0.527777778
MB 0628500,2013,0.538461538
MB 0628601,2013,0.333333333
MB 0628602,2013,0.75
MB 0628603,2013,0.625
MB 0628700,2013,#VALUE!
MB 0628800,2013,0.454545455
MB 0628900,2013,0.583333333
MB 0629000,2013,#VALUE!
MB 0629100,2013,0.689655172
MB 0629201,2013,0.5
MB 0629202,2013,0.7
MB 0629203,2013,0.909090909
MB 0629204,2013,#VALUE!
MB 0629301,2013,0.571428571
MB 0629302,2013,0.933333333
MB 0629303,2013,0.64
MB 0629400,2013,0.666666667
MB 0629500,2013,0.55
MB 0629600,2013,0.533333333
MB 0629700,2013,0.461538462
MB 0629800,2013,0.65
MB 0629900,2013,0.875
MB 0630001,2013,0.428571429
MB 0630002,2013,0.555555556
MB 0630003,2013,0.555555556
MB 0630004,2013,0.833333333
MB 0630005,2013,0.444444444
MB 0630006,2013,0.714285714
MB 0630100,2013,0.5
MB 0630200,2013,0.727272727
MB 0630300,2013,0.363636364
MB 0630400,2013,0.363636364
MB 0630500,2013,0.529411765
MB 0630600,2013,0.666666667
MB 0630700,2013,0.5
MB 0630800,2013,0.666666667
MB 0630900,2013,0.571428571
MB 0631000,2013,0.666666667
MB 0631101,2013,#VALUE!
MB 0631102,2013,#VALUE!
MB 0631200,2013,0.583333333
MB 0631300,2013,0.625
MB 0631400,2013,0.777777778
MB 0631500,2013,0.555555556
MB 0631600,2013,0.833333333
MB 0631700,2013,0.875
MB 0631800,2013,0.714285714
MB 0631900,2013,0.75
MB 0632000,2013,0.777777778
MB 0632100,2013,0.666666667
MB 0632200,2013,0.714285714
MB 0632300,2013,0.8
MB 0632400,2013,0.666666667
MB 0632500,2013,0.625
MB 0632600,2013,0.5
MB 0632701,2013,0.666666667
MB 0632702,2013,#VALUE!
MB 0632800,2013,0.5
MB 0632900,2013,0.857142857
MB 0633000,2013,0.8
MB 0633100,2013,0.875
MB 0633200,2013,#VALUE!
MB 0633300,2013,0.6
MB 0633400,2013,0.666666667
MB 0633500,2013,0.857142857
MB 0633600,2013,0.8
MB 0633700,2013,0.8
MB 0633800,2013,0.642857143
MB 0633900,2013,0.75
MB 0634000,2013,0.666666667
MB 0634100,2013,0.9
MB 0634200,2013,0.75
MB 0634304,2013,#VALUE!
MB 0634317,2013,#VALUE!
MB 0634326,2013,#VALUE!
MB 0634331,2013,#VALUE!
MB 0634334,2013,#VALUE!
MB 0634335,2013,#VALUE!
MB 0634336,2013,#VALUE!
MB 0634337,2013,#VALUE!
MB 0634340,2013,#VALUE!
MB 0634341,2013,#VALUE!
MB 0634343,2013,#VALUE!
MB 0634344,2013,#VALUE!
MB 0634345,2013,#VALUE!
MB 0634346,2013,#VALUE!
MB 0634347,2013,#VALUE!
MB 0634348,2013,#VALUE!
MB 0634349,2013,#VALUE!
MB 0634350,2013,#VALUE!
MB 0634351,2013,#VALUE!
MB 0634352,2013,#VALUE!
MB 0634354,2013,#VALUE!
MB 0634355,2013,#VALUE!
MB 0634357,2013,#VALUE!
MB 0634358,2013,#VALUE!
MB 0634359,2013,#VALUE!
MB 0634360,2013,#VALUE!
MB 0634361,2013,#VALUE!
MB 0634362,2013,#VALUE!
MB 0634363,2013,#VALUE!
MB 0634364,2013,#VALUE!
MB 0634366,2013,#VALUE!
MB 0634367,2013,#VALUE!
MB 0634368,2013,#VALUE!
MB 0634371,2013,#VALUE!
MB 0634372,2013,#VALUE!
MB 0634373,2013,#VALUE!
MB 0634374,2013,#VALUE!
MB 0634375,2013,#VALUE!
MB 0634376,2013,#VALUE!
MB 0634377,2013,#VALUE!
MB 0634378,2013,#VALUE!
MB 0634379,2013,#VALUE!
MB 0634380,2013,#VALUE!
MB 0634381,2013,#VALUE!
MB 0634383,2013,#VALUE!
MB 0634384,2013,#VALUE!
MB 0634385,2013,#VALUE!
MB 0634386,2013,#VALUE!
MB 0634387,2013,#VALUE!
MB 0634388,2013,#VALUE!
MB 0634389,2013,#VALUE!
MB 0634390,2013,#VALUE!
MB 0634392,2013,#VALUE!
MB 0634393,2013,#VALUE!
MB 0634394,2013,#VALUE!
MB 0634395,2013,#VALUE!
MB 0634400,2013,0.75
MB 0634500,2013,0.777777778
MB 0634600,2013,0.714285714
MB 0634700,2013,0.555555556
MB 0634800,2013,0.538461538
MB 0634900,2013,0.555555556
MB 0635001,2013,0.666666667
MB 0635002,2013,#VALUE!
MB 0635100,2013,0.5
MB 0635200,2013,0.636363636
MB 0635300,2013,0.714285714
MB 0635400,2013,0.583333333
MB 0635500,2013,0.714285714
MB 0635601,2013,0.6
MB 0635602,2013,0.588235294
MB 0635700,2013,0.428571429
MB 0635800,2013,0.705882353
MB 0635901,2013,0.666666667
MB 0635902,2013,0.666666667
MB 0636000,2013,0.714285714
MB 0636100,2013,0.625
MB 0636200,2013,0.666666667
MB 0636300,2013,0.818181818
MB 0636400,2013,0.740740741
MB 0636500,2013,0.684210526
MB 0636600,2013,0.625
MB 0636700,2013,0.6
MB 0636800,2013,0.714285714
MB 0636900,2013,0.555555556
MB 0637000,2013,#VALUE!
MB 0637100,2013,#VALUE!
MB 0637200,2013,#VALUE!
MB 0637300,2013,#VALUE!
MB 0637400,2013,0.5
MB 0637500,2013,#VALUE!
MB 0637601,2013,#VALUE!
MB 0637602,2013,#VALUE!
MB 0637701,2013,#VALUE!
MB 0637702,2013,#VALUE!
MB 0637801,2013,#VALUE!
MB 0637802,2013,#VALUE!
MB 0637900,2013,#VALUE!
MB 0638001,2013,#VALUE!
MB 0638002,2013,0.8
MB 0638100,2013,0.571428571
MB 0638200,2013,0.375
MB 0638300,2013,0.625
MB 0638400,2013,0.625
MB 0638500,2013,0.636363636
MB 0638600,2013,0.625
MB 0638700,2013,0.5
MB 0638801,2013,0.666666667
MB 0638802,2013,0.714285714
MB 0638803,2013,0.5
MB 0638903,2013,0.666666667
MB 0638904,2013,0.555555556
MB 0638905,2013,0.857142857
MB 0638906,2013,0.714285714
MB 0638907,2013,0.666666667
MB 0638908,2013,#VALUE!
MB 0639000,2013,#VALUE!
MB 0639100,2013,#VALUE!
MB 0639201,2013,#VALUE!
MB 0639202,2013,#VALUE!
MB 0639300,2013,#VALUE!
MB 0639400,2013,#VALUE!
MB 0639500,2013,#VALUE!
MB 0639601,2013,#VALUE!
MB 0639602,2013,0.666666667
MB 0639700,2013,#VALUE!
MB 0639800,2013,0.642857143
MB 0639900,2013,0.736842105
MB 0640001,2013,0.642857143
MB 0640002,2013,#VALUE!
MB 0640101,2013,0.8
MB 0640102,2013,0.9
MB 0640200,2013,0.5625
MB 0640300,2013,0.705882353
MB 0640400,2013,0.7
MB 0640500,2013,0.75
MB 0640600,2013,0.8
MB 0640700,2013,0.625
MB 0640800,2013,0.785714286
MB 0640901,2013,0.739130435
MB 0640902,2013,1
MB 0641001,2013,0.8
MB 0641002,2013,0.4
MB 0641100,2013,0.666666667
MB 0641200,2013,0.703703704
MB 0641300,2013,0.777777778
MB 0641401,2013,0.7
MB 0641402,2013,0.625
MB 0641501,2013,0.7
MB 0641502,2013,0.666666667
MB 0641503,2013,0.666666667
MB 0641600,2013,0.652173913
MB 0641700,2013,0.818181818
MB 0641800,2013,0.652173913
MB 0641900,2013,0.6875
MB 0642000,2013,0.666666667
MB 0642100,2013,0.588235294
MB 0642200,2013,0.692307692
MB 0642300,2013,0.6875
MB 0642400,2013,0.692307692
MB 0642500,2013,0.571428571
MB 0642600,2013,0.75
MB 0642700,2013,0.666666667
MB 0642801,2013,0.611111111
MB 0642802,2013,0.565217391
MB 0642900,2013,0.583333333
MB 0643000,2013,0.631578947
MB 0643100,2013,0.842105263
MB 0643200,2013,0.695652174
MB 0643300,2013,0.608695652
MB 0643401,2013,0.608695652
MB 0643402,2013,1
MB 0643500,2013,0.542857143
MB 0643600,2013,0.64
MB 0643700,2013,0.576923077
MB 0643801,2013,0.636363636
MB 0643802,2013,0.652173913
MB 0643900,2013,0.482758621
MB 0644000,2013,0.652173913
MB 0644101,2013,0.567567568
MB 0644102,2013,0.785714286
MB 0644103,2013,0.692307692
MB 0644104,2013,#VALUE!
MB 0644200,2013,0.681818182
MB 0644300,2013,#VALUE!
MB 0644400,2013,#VALUE!
MB 0644501,2013,0.5
MB 0644502,2013,0.727272727
MB 0644503,2013,0.625
MB 0644504,2013,0.75
MB 0644600,2013,0.733333333
MB 0644700,2013,0.846153846
MB 0644800,2013,0.869565217
MB 0644900,2013,0.733333333
MB 0645000,2013,0.684210526
MB 0645100,2013,0.75
MB 0645200,2013,0.6
MB 0645300,2013,0.647058824
MB 0645400,2013,0.466666667
MB 0645500,2013,0.7
MB 0645600,2013,0.666666667
MB 0645700,2013,0.8125
MB 0645800,2013,0.842105263
MB 0645900,2013,0.8
MB 0646000,2013,0.727272727
MB 0646100,2013,0.785714286
MB 0646200,2013,0.75
MB 0646300,2013,0.761904762
MB 0646401,2013,1
MB 0646402,2013,0.705882353
MB 0646500,2013,0.833333333
MB 0646600,2013,0.8125
MB 0646700,2013,0.769230769
MB 0646800,2013,0.7
MB 0646900,2013,0.75
MB 0647000,2013,0.740740741
MB 0647100,2013,0.882352941
MB 0647200,2013,0.666666667
MB 0647300,2013,0.75
MB 0647400,2013,0.76
MB 0647500,2013,0.761904762
MB 0647601,2013,0.642857143
MB 0647603,2013,1
MB 0647604,2013,0.666666667
MB 0647605,2013,0.714285714
MB 0647701,2013,1
MB 0647702,2013,0.266666667
MB 0647703,2013,0.5
MB 0647704,2013,0.230769231
MB 0647800,2013,0.88
MB 0647900,2013,0.8
MB 0648000,2013,0.785714286
MB 0648100,2013,0.8
MB 0648200,2013,0.65625
MB 0648300,2013,0.75
MB 0648400,2013,#VALUE!
MB 0648500,2013,0.724137931
MB 0648600,2013,0.766666667
MB 0648701,2013,0.8
MB 0648702,2013,0.909090909
MB 0648800,2013,0.857142857
MB 0648900,2013,0.714285714
MB 0649001,2013,0.666666667
MB 0649002,2013,0.777777778
MB 0649100,2013,0.833333333
MB 0649200,2013,0.785714286
MB 0649300,2013,0.615384615
MB 0649400,2013,0.7
MB 0649500,2013,0.535714286
MB 0649600,2013,#VALUE!
MB 0649700,2013,0.708333333
MB 0649800,2013,0.833333333
MB 0649900,2013,0.568181818
MB 0650000,2013,0.615384615
MB 0650100,2013,0.7
MB 0650200,2013,0.6
MB 0650300,2013,0.708333333
MB 0650401,2013,0.777777778
MB 0650402,2013,0.888888889
MB 0650500,2013,0.736842105
MB 0650600,2013,0.789473684
MB 0650700,2013,0.857142857
MB 0650800,2013,0.818181818
MB 0650900,2013,0.75
MB 0651000,2013,0.741935484
MB 0651100,2013,0.8
MB 0651201,2013,0.75
MB 0651202,2013,0.75
MB 0651203,2013,0.888888889
MB 0651300,2013,0.888888889
MB 0651400,2013,0.933333333
MB 0651500,2013,0.761904762
MB 0651600,2013,0.6
MB 0651700,2013,0.944444444
MB 0651800,2013,0.6
MB 0651900,2013,0.666666667
MB 0652000,2013,0.833333333
MB 0652100,2013,0.684210526
MB 0652200,2013,0.576923077
MB 0652300,2013,0.846153846
MB 0652400,2013,0.923076923
MB 0652500,2013,0.590909091
MB 0652600,2013,0.666666667
MB 0652700,2013,0.625
MB 0652801,2013,0.8
MB 0652802,2013,#VALUE!
MB 0652900,2013,0.65
MB 0653001,2013,0.666666667
MB 0653002,2013,0.714285714
MB 0653100,2013,0.75
MB 0653200,2013,0.916666667
MB 0653300,2013,0.888888889
MB 0653400,2013,0.772727273
MB 0653501,2013,0.833333333
MB 0653502,2013,0.6
MB 0653503,2013,0.9
MB 0653601,2013,0.875
MB 0653602,2013,0.8
MB 0653603,2013,1
MB 0653701,2013,0.730769231
MB 0653702,2013,#VALUE!
MB 0653800,2013,0.8125
MB 0653900,2013,0.714285714
MB 0654000,2013,0.821428571
MB 0654100,2013,0.8
MB 0654200,2013,0.818181818
MB 0654300,2013,0.928571429
MB 0654400,2013,0.727272727
MB 0654500,2013,0.928571429
MB 0654600,2013,0.833333333
MB 0654700,2013,0.785714286
MB 0654800,2013,0.636363636
MB 0654903,2013,0.8
MB 0654904,2013,0.8
MB 0654905,2013,0.8
MB 0654906,2013,1
MB 0654907,2013,0.833333333
MB 0655001,2013,0.777777778
MB 0655002,2013,0.714285714
MB 0655101,2013,0.857142857
MB 0655102,2013,1
MB 0655103,2013,0.75
MB 0655200,2013,0.8
MB 0655301,2013,0.75
MB 0655302,2013,1
MB 0655400,2013,0.8
MB 0655500,2013,0.823529412
