Meshblock,Year,Proprtion partnered,Proportion 1 or more children,Proportion with at least a bachelors degree,Median personal income 2001
MB 0181619,2013,0.696969697,0.75,0.387096774,35800
MB 0181620,2013,0.740740741,0.785714286,0.259259259,37500
MB 0181621,2013,0.744186047,0.75,0.19047619,41700
MB 0181622,2013,0.651162791,0.652173913,0.292682927,42000
MB 0181701,2013,0.702702703,0.684210526,0.297297297,43800
MB 0181702,2013,0.65625,0.647058824,0.290322581,48300
MB 0181703,2013,0.637931034,0.586206897,0.218181818,30300
MB 0181800,2013,0.696969697,0.647058824,0.227272727,34400
MB 0181901,2013,0.618181818,0.689655172,0.222222222,31700
MB 0181902,2013,0.707692308,0.75,0.34375,39200
MB 0181904,2013,0.666666667,0,0.428571429,55000
MB 0181905,2013,0.857142857,0,0,20800
MB 0181906,2013,0.684210526,0.8,0.333333333,55800
MB 0182001,2013,0.629032258,0.6,0.262295082,27500
MB 0182008,2013,0.604166667,0.727272727,0.288888889,32500
MB 0182009,2013,0.557692308,0.576923077,0.196078431,36300
MB 0182010,2013,0.559322034,0.62962963,0.245614035,37000
MB 0182011,2013,0.681818182,0.666666667,0.285714286,27500
MB 0182013,2013,0.647058824,0.722222222,0.322580645,37500
MB 0182014,2013,0.6,0.476190476,0.222222222,27500
MB 0182017,2013,0.631578947,0.5,0.210526316,25800
MB 0182018,2013,0.571428571,0.655172414,0.277777778,30400
MB 0182019,2013,0.461538462,0.5,0.090909091,15800
MB 0182020,2013,0.736842105,0.5,0.263157895,43300
MB 0182021,2013,0.5625,0.777777778,0.2,17500
MB 0182022,2013,0.538461538,0.473684211,0.243243243,30800
MB 0182023,2013,0.620689655,0.466666667,0.285714286,33100
MB 0182024,2013,0.590909091,0.454545455,0.238095238,32500
MB 0182025,2013,0.7,0,0.111111111,30800
MB 0182026,2013,0.6,0.545454545,0.277777778,41300
MB 0182027,2013,0.692307692,0.666666667,0.333333333,27900
MB 0182028,2013,0.545454545,0.454545455,0.285714286,35800
MB 0182029,2013,0.6875,0.625,0.266666667,47500
MB 0182030,2013,0.55,0.555555556,0.4,23800
MB 0182100,2013,0.631578947,0.631578947,0.243243243,25300
MB 0182200,2013,0.444444444,0.444444444,0.166666667,25800
MB 0182300,2013,0.58,0.666666667,0.1875,18500
MB 0182400,2013,0.64,0.769230769,0.25,25400
MB 0182500,2013,0.631578947,0.578947368,0.27027027,27500
MB 0182601,2013,0.666666667,0.625,0.1875,27500
MB 0182602,2013,0.541666667,0.540540541,0.253731343,30500
MB 0182603,2013,0.583333333,0.666666667,0.272727273,25400
MB 0182702,2013,0.568627451,0.555555556,0.12244898,26300
MB 0182705,2013,0.66,0.653846154,0.208333333,27500
MB 0182706,2013,0.583333333,0.666666667,0.166666667,52500
MB 0182708,2013,0.619047619,0.736842105,0.225,31300
MB 0182709,2013,0.55,0.7,0.15,30800
MB 0182710,2013,0.5,0.454545455,0.277777778,35800
MB 0182711,2013,0.6,0.75,0.428571429,27500
MB 0182802,2013,0.8,0,0,30800
MB 0182803,2013,0.6,0,0,51700
MB 0182804,2013,0.555555556,0,0.222222222,27500
MB 0182805,2013,0.647058824,0.571428571,0.277777778,35800
MB 0182806,2013,0.666666667,0.555555556,0.235294118,37900
MB 0182902,2013,0.619047619,0.6,0.2,41700
MB 0182903,2013,0.641025641,0.666666667,0.289473684,24200
MB 0182904,2013,0.608695652,0.5,0.239130435,29200
MB 0183000,2013,0.652173913,0.583333333,0.288888889,29200
MB 0183100,2013,0.65,0.647058824,0.289473684,35800
MB 0183201,2013,0.523809524,0.545454545,0.306451613,35100
MB 0183202,2013,0.714285714,0.571428571,0.230769231,45000
MB 0183300,2013,0.595744681,0.666666667,0.195652174,23500
MB 0183400,2013,0.596491228,0.551724138,0.192982456,30500
MB 0183501,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0183502,2013,0.617021277,0.72,0.217391304,28800
MB 0183503,2013,0.464285714,0.733333333,0.269230769,20400
MB 0183601,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0183602,2013,0.652173913,0.833333333,0.272727273,24200
MB 0183700,2013,0.666666667,0.5,0.4,23300
MB 0183800,2013,0,#VALUE!,#VALUE!,13300
MB 0183902,2013,0.585714286,0.542857143,0.289855072,36000
MB 0183903,2013,0.52173913,0.666666667,0.227272727,30800
MB 0183904,2013,0.591836735,0.56,0.1875,36700
MB 0183906,2013,0.744680851,0.608695652,0.282608696,40300
MB 0183907,2013,0.651162791,0.666666667,0.209302326,31300
MB 0183908,2013,0.7,0,0.4,36700
MB 0184000,2013,0.522727273,0.608695652,0.238095238,26500
MB 0184100,2013,0.590909091,0.608695652,0.285714286,36300
MB 0184200,2013,0.577777778,0.636363636,0.19047619,27500
MB 0184300,2013,0.543478261,0.6,0.133333333,23500
MB 0184400,2013,0.636363636,0.642857143,0.193548387,35400
MB 0184500,2013,0.585714286,0.594594595,0.184615385,27000
MB 0184600,2013,0.628571429,0.638888889,0.253731343,21900
MB 0184701,2013,0.638888889,0.694444444,0.260869565,26900
MB 0184703,2013,0.523809524,0.6,0.095238095,32500
MB 0184704,2013,0.5,0.375,0.142857143,37500
MB 0184800,2013,0.545454545,0.565217391,0.243902439,30300
MB 0184903,2013,0.558823529,0.578947368,0.28125,29200
MB 0184904,2013,0.653846154,0.583333333,0.269230769,36300
MB 0184905,2013,0.621621622,0.5,0.277777778,35300
MB 0184906,2013,0.645833333,0.68,0.1875,33800
MB 0184907,2013,0.736842105,0.657894737,0.356164384,36700
MB 0184909,2013,0.642857143,0.571428571,0.357142857,45000
MB 0184910,2013,0.631578947,0.65,0.210526316,21300
MB 0184911,2013,0.681818182,0.666666667,0.4,17500
MB 0184912,2013,0.675,0.666666667,0.219512195,33300
MB 0185001,2013,0.555555556,0.655172414,0.18,25400
MB 0185003,2013,0.576271186,0.59375,0.275862069,35200
MB 0185004,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0185005,2013,0.674418605,0.545454545,0.219512195,22500
MB 0185006,2013,0.638297872,0.52,0.260869565,36700
MB 0185102,2013,0.574074074,0.620689655,0.245283019,32500
MB 0185103,2013,0.659090909,0.608695652,0.162790698,40200
MB 0185104,2013,0.62745098,0.68,0.212765957,33800
MB 0185200,2013,0.578947368,0.75,0.222222222,32500
MB 0185301,2013,0.619047619,0.523809524,0.275,42900
MB 0185302,2013,0.671641791,0.545454545,0.242424242,41100
MB 0185400,2013,0.657142857,0.5625,0.147058824,36300
MB 0185500,2013,0.743589744,0.666666667,0.243243243,32500
MB 0185601,2013,0.64,0.642857143,0.125,37500
MB 0185602,2013,0.59375,0.733333333,0.225806452,29200
MB 0185603,2013,0.8,0,0,42500
MB 0185700,2013,0.6,0.625,0.25,32500
MB 0185800,2013,0.684210526,0.684210526,0.405405405,35400
MB 0185901,2013,0.5625,0.5,0.217391304,39400
MB 0185902,2013,0.703703704,0.538461538,0.333333333,41300
MB 0186002,2013,0.6,0.545454545,0.291666667,37500
MB 0186003,2013,0.695652174,0.727272727,0.285714286,30800
MB 0186004,2013,0.65,0.647058824,0.25,35200
MB 0186101,2013,0.523809524,0.75,0.222222222,22500
MB 0186103,2013,0.714285714,0.636363636,0.3,43300
MB 0186104,2013,0.561403509,0.625,0.228070175,28500
MB 0186105,2013,0.71875,0.578947368,0.25,43300
MB 0186200,2013,0.615384615,0.526315789,0.236842105,38100
MB 0186301,2013,0.612903226,0.764705882,0.2,25400
MB 0186302,2013,0.611111111,0.5,0.411764706,30800
MB 0186401,2013,0.538461538,0.592592593,0.224489796,26300
MB 0186402,2013,0.666666667,0,0,28300
MB 0186500,2013,0.575757576,0.529411765,0.290322581,30400
MB 0186600,2013,0.606060606,0.625,0.203125,24400
MB 0186700,2013,0.574468085,0.56,0.302325581,24400
MB 0186800,2013,0.5,0.722222222,0.2,20200
MB 0186900,2013,0.644067797,0.785714286,0.293103448,30200
MB 0187000,2013,0.619047619,0.619047619,0.25,29400
MB 0187100,2013,0.529411765,0.625,0.242424242,27500
MB 0187200,2013,0.622222222,0.736842105,0.414634146,27500
MB 0187300,2013,0.540983607,0.548387097,0.2,35200
MB 0187401,2013,0.769230769,0.571428571,0.2,35300
MB 0187404,2013,0.657534247,0.615384615,0.267605634,32500
MB 0187405,2013,0.634408602,0.622222222,0.247191011,24400
MB 0187406,2013,0.714285714,0.578947368,0.175,27500
MB 0187407,2013,0.581395349,0.428571429,0.261904762,36900
MB 0187500,2013,0.618181818,0.6,0.20754717,31300
MB 0187600,2013,0.659090909,0.6,0.272727273,27500
MB 0187700,2013,0.545454545,0.607142857,0.264150943,28800
MB 0187801,2013,0.529411765,0.65,0.352941176,30300
MB 0187802,2013,0.6,0.4,0.125,38300
MB 0187803,2013,0.567567568,0.6,0.235294118,33100
MB 0187901,2013,0.680851064,0.714285714,0.25,32500
MB 0187902,2013,0.673076923,0.68,0.352941176,31700
MB 0187903,2013,0.595238095,0.608695652,0.19047619,28800
MB 0188001,2013,0.638297872,0.583333333,0.288888889,30800
MB 0188002,2013,0.549019608,0.586206897,0.204081633,28100
MB 0188100,2013,0.716981132,0.703703704,0.176470588,35200
MB 0188200,2013,0.615384615,0.482758621,0.244897959,29200
MB 0188300,2013,0.733333333,0.642857143,0.206896552,37500
MB 0188401,2013,0.625,0.857142857,0.2,31300
MB 0188402,2013,0.607843137,0.695652174,0.224489796,33800
MB 0188500,2013,0.722222222,0.684210526,0.314285714,35400
MB 0188601,2013,0.7,0.4,0.222222222,32500
MB 0188602,2013,0.578947368,0.7,0.263157895,31300
MB 0188700,2013,0.583333333,0.75,0.205882353,28800
MB 0188800,2013,0.615384615,0.777777778,0.156862745,27500
MB 0188901,2013,0.625,0.666666667,0.260869565,40600
MB 0188902,2013,0.588235294,0.4,0.352941176,40600
MB 0189001,2013,0.666666667,0,0,18800
MB 0189002,2013,0.76,0.727272727,0.166666667,26300
MB 0189101,2013,0.5625,0.653846154,0.25,32500
MB 0189103,2013,0.666666667,0.541666667,0.186046512,33800
MB 0189104,2013,0.571428571,0,0,27500
MB 0189200,2013,0.575757576,0.483870968,0.360655738,41400
MB 0189302,2013,0.727272727,0.571428571,0.272727273,38300
MB 0189303,2013,0.586206897,0.588235294,0.344827586,37500
MB 0189304,2013,0.62962963,0.571428571,0.259259259,31300
MB 0189305,2013,0.75,0,0.444444444,41700
MB 0189400,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0189500,2013,0.583333333,0.684210526,0.314285714,43300
MB 0189600,2013,0.625,0.6,0.282051282,27500
MB 0189702,2013,0.692307692,0.714285714,0.333333333,22500
MB 0189703,2013,0.473684211,0.8,0.166666667,41700
MB 0189705,2013,0.65,0.7,0.230769231,27500
MB 0189706,2013,0.628571429,0.684210526,0.176470588,28800
MB 0189707,2013,0.666666667,0.615384615,0.166666667,20400
MB 0189802,2013,0.6,0,0.111111111,33300
MB 0189803,2013,0.5625,0.615384615,0.282608696,23000
MB 0189804,2013,0.672727273,0.75,0.37037037,21300
MB 0189901,2013,0.548387097,0.705882353,0.310344828,21300
MB 0189902,2013,0.694444444,0.631578947,0.333333333,37500
MB 0190000,2013,0.541666667,0.592592593,0.282608696,32500
MB 0190100,2013,0.617021277,0.592592593,0.282608696,34200
MB 0190200,2013,0.8,0.833333333,0.32,32500
MB 0190300,2013,0.644736842,0.684210526,0.273972603,25500
MB 0190400,2013,0.638297872,0.625,0.29787234,32500
MB 0190500,2013,0.680851064,0.772727273,0.347826087,33800
MB 0190600,2013,0.581395349,0.590909091,0.341463415,31300
MB 0190700,2013,0.533333333,0.571428571,0.384615385,37500
MB 0190800,2013,0.6,0.666666667,0.212121212,25800
MB 0190900,2013,0.608695652,0.636363636,0.318181818,27500
MB 0191000,2013,0.6,0.588235294,0.242424242,25400
MB 0191101,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0191104,2013,0.520833333,0.652173913,0.266666667,20600
MB 0191105,2013,0.647058824,0.625,0.25,23300
MB 0191106,2013,0.55,0.6,0.19047619,30800
MB 0191107,2013,0.611111111,0.5,0.294117647,25400
MB 0191200,2013,0.652173913,0.583333333,0.333333333,28300
MB 0191301,2013,0.526315789,0.555555556,0.315789474,25800
MB 0191302,2013,0.692307692,0.75,0.230769231,45000
MB 0191401,2013,0.333333333,0.5,0.333333333,32500
MB 0191402,2013,0.6875,0.625,0.133333333,30800
MB 0191501,2013,0.714285714,0,0,33300
MB 0191502,2013,0.65,0.5,0.19047619,27500
MB 0191600,2013,0.625,0.625,0.333333333,25800
MB 0191700,2013,0.607142857,0.5,0.346153846,28800
MB 0191801,2013,0.611111111,0.555555556,0.235294118,33800
MB 0191803,2013,0.555555556,0,0.125,30800
MB 0191804,2013,0.565217391,0.545454545,0.19047619,30800
MB 0191805,2013,0.75,0.5,0.266666667,33800
MB 0191901,2013,0.611111111,0.727272727,0.166666667,27500
MB 0191903,2013,0.652173913,0.75,0.238095238,42500
MB 0191904,2013,0.592592593,0.615384615,0.192307692,32500
MB 0192000,2013,0.655172414,0.6875,0.25,27500
MB 0192100,2013,0.727272727,0.666666667,0.136363636,32500
MB 0192200,2013,0.5625,0.5,0.466666667,27500
MB 0192300,2013,0.568181818,0.608695652,0.261904762,25300
MB 0192400,2013,0.46875,0.666666667,0.193548387,29200
MB 0192500,2013,0.628571429,0.578947368,0.294117647,27500
MB 0192600,2013,0.611111111,0.611111111,0.375,31700
MB 0192700,2013,0.64,0.5,0.24,21900
MB 0192800,2013,0.473684211,0.636363636,0.27027027,20600
MB 0192900,2013,0.681818182,0.636363636,0.256410256,30800
MB 0193000,2013,0.413793103,0.615384615,0.178571429,20400
MB 0193100,2013,0.652173913,0.818181818,0.217391304,25800
MB 0193200,2013,0.692307692,0.7,0.421052632,28300
MB 0193300,2013,0.555555556,0.692307692,0.32,20800
MB 0193400,2013,0.657142857,0.647058824,0.303030303,18800
MB 0193500,2013,0.5,0.666666667,0.333333333,28800
MB 0193600,2013,0.566666667,0.533333333,0.285714286,24200
MB 0193701,2013,0.647058824,0.5625,0.205882353,25800
MB 0193702,2013,0.666666667,0,0.222222222,22500
MB 0193801,2013,0.583333333,0.538461538,0.130434783,18800
MB 0193802,2013,0.5,0.625,0.333333333,20800
MB 0193900,2013,0.65,0.75,0.210526316,25800
MB 0194000,2013,0.576923077,0.6,0.29787234,26700
MB 0194100,2013,0.578947368,0.523809524,0.25,30400
MB 0194200,2013,0.566666667,0.612903226,0.316666667,21700
MB 0194300,2013,0.627906977,0.571428571,0.35,30800
MB 0194402,2013,0.627118644,0.592592593,0.310344828,23800
MB 0194403,2013,0.653846154,0.538461538,0.28,37500
MB 0194405,2013,0.584615385,0.514285714,0.301587302,18000
MB 0194407,2013,0.666666667,0.555555556,0.266666667,17500
MB 0194408,2013,0.583333333,0.5,0.272727273,22500
MB 0194409,2013,0.40625,0.818181818,0.107142857,25100
MB 0194410,2013,0.647058824,0.625,0.375,32500
MB 0194501,2013,0.659574468,0.708333333,0.276595745,26300
MB 0194502,2013,0.620689655,0.620689655,0.263157895,22500
MB 0194600,2013,0.608695652,0.583333333,0.340425532,20200
MB 0194700,2013,0.551020408,0.625,0.391304348,23800
MB 0194800,2013,0.573333333,0.65,0.291666667,23100
MB 0194900,2013,0.704545455,0.590909091,0.404761905,40400
MB 0195001,2013,0.7,0.769230769,0.392857143,20800
MB 0195002,2013,0.714285714,0,0,34200
MB 0195100,2013,0.659090909,0.652173913,0.302325581,28300
MB 0195200,2013,0.4,0.555555556,0.090909091,15800
MB 0195300,2013,0.620689655,0.6,0.357142857,27500
MB 0195400,2013,0.586206897,0.733333333,0.275862069,27500
MB 0195500,2013,0.608695652,0.5,0.209302326,23800
MB 0195600,2013,0.511111111,0.590909091,0.302325581,25300
MB 0195700,2013,0.5625,0.666666667,0.25,35400
MB 0195800,2013,0.513513514,0.666666667,0.305555556,19200
MB 0195900,2013,0.645833333,0.72,0.333333333,20400
MB 0196000,2013,0.647058824,0.576923077,0.276595745,20800
MB 0196100,2013,0.571428571,0.666666667,0.4,20800
MB 0196201,2013,0.633333333,0.5625,0.24137931,30400
MB 0196202,2013,0.6,0.652173913,0.268292683,28100
MB 0196301,2013,0.612903226,0.666666667,0.266666667,33800
MB 0196302,2013,0.685714286,0.6875,0.333333333,32500
MB 0196401,2013,0.578947368,0.9,0.157894737,16300
MB 0196402,2013,0.689655172,0.6,0.384615385,39200
MB 0196500,2013,0.677419355,0.588235294,0.206896552,30400
MB 0196600,2013,0.52173913,0.7,0.227272727,27500
MB 0196700,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0196801,2013,0.631578947,0.75,0.277777778,23300
MB 0196802,2013,0.75,0,0.25,35400
MB 0196900,2013,0.595238095,0.5,0.3,25600
MB 0197001,2013,0.5,0.5625,0.233333333,32500
MB 0197002,2013,0.5,0.833333333,0.083333333,17500
MB 0197100,2013,0.6,0.5,0.260869565,30300
MB 0197200,2013,0.75862069,0.6,0.214285714,24200
MB 0197300,2013,0.630434783,0.583333333,0.244444444,26300
MB 0197401,2013,0.5,0.428571429,0.285714286,18800
MB 0197402,2013,0.764705882,0.75,0.4375,30400
MB 0197500,2013,0.666666667,0.5,0.260869565,37500
MB 0197600,2013,0.520833333,0.6,0.239130435,31300
MB 0197700,2013,0.548387097,0.6,0.193548387,32500
MB 0197801,2013,0.736842105,0.666666667,0.333333333,32500
MB 0197802,2013,0.727272727,0.666666667,0.421052632,38300
MB 0197900,2013,0.722222222,0.75,0.294117647,22500
MB 0198000,2013,0.766666667,0.6,0.275862069,35400
MB 0198100,2013,0.592592593,0.75,0.269230769,27500
MB 0198200,2013,0.555555556,0.692307692,0.230769231,25200
MB 0198300,2013,0.575757576,0.6875,0.21875,28800
MB 0198401,2013,0.565217391,0.636363636,0.086956522,24200
MB 0198402,2013,0.428571429,0,0,37500
MB 0198500,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0198600,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0198701,2013,#VALUE!,#VALUE!,#VALUE!,45000
MB 0198702,2013,0.714285714,0.857142857,0.307692308,18800
MB 0198801,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0198802,2013,0.4,0,0.222222222,35800
MB 0198900,2013,0.555555556,0.555555556,0.294117647,24200
MB 0199001,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0199002,2013,0.6,1.142857143,0.125,31300
MB 0199100,2013,0.705882353,0.631578947,0.314285714,26700
MB 0199201,2013,0.666666667,0.625,0.153846154,32500
MB 0199202,2013,0.4,0,0.1,5800
MB 0199300,2013,0.608695652,0.6,0.19047619,30400
MB 0199400,2013,0.642857143,0.65,0.317073171,31300
MB 0199500,2013,0.575757576,0.666666667,0.333333333,30800
MB 0199600,2013,0.55,0.6,0.210526316,22500
MB 0199700,2013,0.571428571,0.518518519,0.265306122,22900
MB 0199800,2013,0.627118644,0.53125,0.327586207,30200
MB 0199900,2013,0.627906977,0.631578947,0.236842105,27500
MB 0200000,2013,0.363636364,0.384615385,0.227272727,15800
MB 0200100,2013,0.7,0.772727273,0.236842105,25400
MB 0200200,2013,0.512195122,0.523809524,0.307692308,28100
MB 0200300,2013,0.611111111,0.6,0.352941176,37500
MB 0200401,2013,0.64,0.5,0.2,23800
MB 0200402,2013,0.545454545,0.357142857,0.363636364,30800
MB 0200500,2013,0.613636364,0.625,0.268292683,25300
MB 0200600,2013,0.56097561,0.619047619,0.230769231,23100
MB 0200701,2013,0.620689655,0.785714286,0.285714286,26300
MB 0200702,2013,0.5,0.642857143,0.24,22500
MB 0200800,2013,0.658536585,0.772727273,0.275,25800
MB 0200901,2013,0.538461538,0.285714286,0.230769231,22500
MB 0200902,2013,0.592592593,0.416666667,0.230769231,27500
MB 0201000,2013,0.576923077,0.571428571,0.265306122,27500
MB 0201100,2013,0.590909091,0.681818182,0.279069767,26700
MB 0201200,2013,0.523809524,0.526315789,0.238095238,23800
MB 0201300,2013,0.606060606,0.529411765,0.3,19500
MB 0201400,2013,0.555555556,0.705882353,0.314285714,25300
MB 0201501,2013,0.538461538,0.785714286,0.384615385,22500
MB 0201502,2013,0.64,0.818181818,0.25,26700
MB 0201600,2013,0.681818182,0.75,0.272727273,33800
MB 0201701,2013,0.583333333,0.833333333,0.181818182,13300
MB 0201702,2013,0.652173913,0.666666667,0.272727273,25800
MB 0201801,2013,0.428571429,0.625,0.357142857,35300
MB 0201802,2013,0.571428571,0.357142857,0.407407407,26300
MB 0201900,2013,0.787878788,0.5625,0.382352941,40300
MB 0202000,2013,0.571428571,0.5,0.294117647,33800
MB 0202101,2013,0.5,0,0,20800
MB 0202102,2013,0.647058824,0.625,0.235294118,38800
MB 0202200,2013,0.666666667,0.608695652,0.261904762,29400
MB 0202300,2013,0.571428571,0.730769231,0.268292683,30800
MB 0202400,2013,0.54,0.518518519,0.1875,27500
MB 0202501,2013,0.666666667,0.571428571,0.317073171,33800
MB 0202502,2013,0.541666667,0.583333333,0.239130435,40300
MB 0202600,2013,0.727272727,0.4,0.5,18800
MB 0202700,2013,0.666666667,#VALUE!,0,*
MB 0202801,2013,0.647058824,0.678571429,0.285714286,23000
MB 0202802,2013,0.553846154,0.6,0.396825397,26300
MB 0202803,2013,0.583333333,0.454545455,0.272727273,13800
MB 0202900,2013,0.613636364,0.5,0.333333333,30300
MB 0203000,2013,0.714285714,0.857142857,0.285714286,22500
MB 0203100,2013,0.636363636,0.588235294,0.34375,29200
MB 0203200,2013,0.682926829,0.7,0.325,35300
MB 0203300,2013,0.577777778,0.5,0.302325581,29400
MB 0203400,2013,0.581395349,0.6,0.292682927,30800
MB 0203500,2013,0.590909091,0.9,0.238095238,30400
MB 0203601,2013,0.65,0.416666667,0.368421053,41700
MB 0203602,2013,0.5,0,0.222222222,25800
MB 0203700,2013,0.561643836,0.571428571,0.271428571,25200
MB 0203801,2013,0.6,0.6,0.25,27500
MB 0203802,2013,0.642857143,0.571428571,0.214285714,22500
MB 0203900,2013,0.6,0.5,0.210526316,32500
MB 0204000,2013,0.555555556,0.588235294,0.242424242,22500
MB 0204100,2013,0.611111111,0.777777778,0.210526316,30800
MB 0204200,2013,0.56,0.615384615,0.2,22500
MB 0204300,2013,0.677419355,0.5625,0.333333333,24200
MB 0204400,2013,0.583333333,0.4,0.25,23800
MB 0204500,2013,0.666666667,0.681818182,0.35,28800
MB 0204600,2013,0.64516129,0.6875,0.379310345,40400
MB 0204701,2013,0.5625,0.444444444,0.4,27500
MB 0204702,2013,0.3,0.727272727,0.15,23800
MB 0204800,2013,0.571428571,0.5,0.142857143,28800
MB 0204900,2013,0.75,0.666666667,0.4,13800
MB 0205001,2013,0.611111111,0.666666667,0.294117647,30400
MB 0205002,2013,0.75,0,0,17500
MB 0205003,2013,0.608695652,0.769230769,0.333333333,33800
MB 0205100,2013,0.59375,0.526315789,0.28125,38800
MB 0205201,2013,0.59375,0.5,0.258064516,23300
MB 0205202,2013,0.7,0.6,0.6,45000
MB 0205300,2013,0.619047619,0.583333333,0.279069767,36700
MB 0205401,2013,0.666666667,0.545454545,0.35,50400
MB 0205402,2013,0.875,0,0,60800
MB 0205500,2013,0.653846154,0.653846154,0.269230769,29000
MB 0205600,2013,0.59375,0.785714286,0.233333333,28800
MB 0205700,2013,0.558139535,0.48,0.261904762,37500
MB 0205801,2013,0.604166667,0.555555556,0.212765957,20800
MB 0205802,2013,0.696969697,0.666666667,0.3125,25400
MB 0205900,2013,0.807692308,0.714285714,0.36,42500
MB 0206001,2013,0.666666667,0.727272727,0.217391304,27500
MB 0206002,2013,0.888888889,0,0.222222222,32500
MB 0206100,2013,0.586206897,0.538461538,0.346153846,26300
MB 0206200,2013,0.727272727,0.666666667,0.333333333,37500
MB 0206300,2013,0.564102564,0.578947368,0.394736842,33800
MB 0206400,2013,0.6875,0.608695652,0.319148936,33800
MB 0206500,2013,0.714285714,0.75,0.28,30300
MB 0206600,2013,0.72,0.75,0.28,28800
MB 0206700,2013,0.628571429,0.631578947,0.28125,27500
MB 0206800,2013,0.710526316,0.736842105,0.25,37500
MB 0206900,2013,0.578947368,0.666666667,0.263157895,21700
MB 0207000,2013,0.684210526,0.6,0.342105263,30400
MB 0207100,2013,0.652173913,0.652173913,0.386363636,27500
MB 0207200,2013,0.741935484,0.647058824,0.4,47500
MB 0207301,2013,0.652173913,0.727272727,0.304347826,33300
MB 0207302,2013,0.684210526,0.636363636,0.526315789,61700
MB 0207400,2013,0.676470588,0.529411765,0.419354839,35800
MB 0207501,2013,0.519230769,0.607142857,0.352941176,29200
MB 0207502,2013,0.705882353,0.625,0.3125,18800
MB 0207503,2013,0.642857143,0.833333333,0.285714286,30800
MB 0207600,2013,0.620689655,0.705882353,0.214285714,20400
MB 0207701,2013,0.722222222,0.636363636,0.294117647,32500
MB 0207702,2013,0.588235294,0.5,0.1875,18800
MB 0207703,2013,0.653846154,0.666666667,0.36,30800
MB 0207704,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0207800,2013,0.611111111,0.684210526,0.342857143,36700
MB 0207900,2013,0.609756098,0.631578947,0.35,37500
MB 0208000,2013,0.777777778,0.3,0.352941176,42500
MB 0208100,2013,0.733333333,0.714285714,0.321428571,18800
MB 0208201,2013,0.564102564,0.526315789,0.157894737,23800
MB 0208202,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0208300,2013,0.545454545,0.818181818,0.1,27500
MB 0208400,2013,0.588235294,0.7,0.125,21700
MB 0208500,2013,0.727272727,0.666666667,0.090909091,25800
MB 0208600,2013,0,#VALUE!,#VALUE!,*
MB 0208700,2013,0.7,0,0.222222222,25800
MB 0208800,2013,0.542857143,0.75,0.151515152,20600
MB 0208901,2013,0.368421053,0.7,0.055555556,30400
MB 0208902,2013,0.625,0.777777778,0.2,22500
MB 0208903,2013,0.666666667,0.333333333,0,13800
MB 0208904,2013,0.642857143,0.625,0.076923077,30800
MB 0208905,2013,0.727272727,0.428571429,0.166666667,32500
MB 0208906,2013,0.529411765,0.7,0.0625,15800
MB 0208907,2013,0.6875,1,0.153846154,35800
MB 0208908,2013,0.631578947,0.8,0.157894737,20800
MB 0209000,2013,0.538461538,0.833333333,0.153846154,25800
MB 0209100,2013,0.666666667,#VALUE!,0,15800
MB 0209200,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0209300,2013,0.695652174,0.769230769,0,27800
MB 0209400,2013,0.5625,0.611111111,0.096774194,31900
MB 0209500,2013,0.638888889,0.789473684,0.125,26900
MB 0209600,2013,0.64,0.653846154,0.166666667,25800
MB 0209701,2013,0.611111111,0.454545455,0.117647059,21300
MB 0209702,2013,0.555555556,0.631578947,0.151515152,26300
MB 0209703,2013,0.538461538,0.642857143,0.115384615,27500
MB 0209800,2013,0.588235294,0.833333333,0.129032258,33800
MB 0209901,2013,0.636363636,0.8,0.09375,29200
MB 0209902,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0210000,2013,0.684210526,0.6,0.157894737,28800
MB 0210100,2013,0.72,0.928571429,0.083333333,27500
MB 0210201,2013,0.738095238,0.681818182,0.2,33800
MB 0210202,2013,0.6,0.777777778,0.056603774,23100
MB 0210301,2013,0.666666667,0.673913043,0.131868132,27100
MB 0210302,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0210400,2013,0.608695652,0.6,0,20800
MB 0210500,2013,0.6,0.9,0,16700
MB 0210600,2013,0.875,1,0.066666667,27500
MB 0210701,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0210702,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0210802,2013,0.454545455,0.928571429,0.032258065,23300
MB 0210803,2013,0.490196078,0.692307692,0.041666667,23800
MB 0210804,2013,1,0,0,13300
MB 0210805,2013,0.714285714,0,0,27500
MB 0210806,2013,0.705882353,0.7,0.111111111,32500
